orig_index,perplexity,ppl_tokens,model
1425,13.143273297072765,548,EleutherAI/pythia-1.4b
1426,35.08938839529012,169,EleutherAI/pythia-1.4b
1427,61.754806240624056,17,EleutherAI/pythia-1.4b
1428,6.359793897198094,151,EleutherAI/pythia-1.4b
1429,30.623288987267657,227,EleutherAI/pythia-1.4b
1430,4.855933636649125,216,EleutherAI/pythia-1.4b
1431,4.488268486010624,408,EleutherAI/pythia-1.4b
1432,14.962971247070742,1363,EleutherAI/pythia-1.4b
1433,4.8022361023110305,173,EleutherAI/pythia-1.4b
1434,12.12935847114856,845,EleutherAI/pythia-1.4b
1435,16.853474335224337,807,EleutherAI/pythia-1.4b
1436,6.604492039482876,279,EleutherAI/pythia-1.4b
1437,3.3978179452576045,293,EleutherAI/pythia-1.4b
1438,4.117042336112226,400,EleutherAI/pythia-1.4b
1439,43.401488849407485,25,EleutherAI/pythia-1.4b
1440,13.411898919752813,240,EleutherAI/pythia-1.4b
1441,4.191707674973273,361,EleutherAI/pythia-1.4b
1442,17.54907429206172,515,EleutherAI/pythia-1.4b
1443,5.297284689049651,249,EleutherAI/pythia-1.4b
1444,50.84524034216153,459,EleutherAI/pythia-1.4b
1445,10.147729778740775,575,EleutherAI/pythia-1.4b
1446,22.364519620929194,234,EleutherAI/pythia-1.4b
1447,4.567668022914291,574,EleutherAI/pythia-1.4b
1448,20.766570519135385,538,EleutherAI/pythia-1.4b
1449,7.793117828082924,295,EleutherAI/pythia-1.4b
1450,12.83328576332507,1033,EleutherAI/pythia-1.4b
1451,8.225536626797647,616,EleutherAI/pythia-1.4b
1452,115.73727437027502,41,EleutherAI/pythia-1.4b
1453,13.646195695916779,300,EleutherAI/pythia-1.4b
1454,21.395644232292753,689,EleutherAI/pythia-1.4b
1455,3.7368086322560385,59,EleutherAI/pythia-1.4b
1456,6.722181124359181,1348,EleutherAI/pythia-1.4b
1457,2.940350762106374,529,EleutherAI/pythia-1.4b
1458,13.997497783736383,608,EleutherAI/pythia-1.4b
1459,25.070159065099986,218,EleutherAI/pythia-1.4b
1460,21.14855050647984,536,EleutherAI/pythia-1.4b
1461,25.586947480216953,429,EleutherAI/pythia-1.4b
1462,1.2416817490448862,513,EleutherAI/pythia-1.4b
1463,14.227587171374182,712,EleutherAI/pythia-1.4b
1464,4.00701757742022,994,EleutherAI/pythia-1.4b
1465,28.851008443348736,99,EleutherAI/pythia-1.4b
1466,3.9569230053057933,306,EleutherAI/pythia-1.4b
1467,5.185103804726568,216,EleutherAI/pythia-1.4b
1468,5.234088605581594,189,EleutherAI/pythia-1.4b
1469,9.649545264560382,611,EleutherAI/pythia-1.4b
1470,24.95260714526923,891,EleutherAI/pythia-1.4b
1471,8.43888884894842,154,EleutherAI/pythia-1.4b
1472,23.952771600196467,493,EleutherAI/pythia-1.4b
1473,16.838918734951903,604,EleutherAI/pythia-1.4b
1474,18.11199629070132,531,EleutherAI/pythia-1.4b
1475,12.917140188190672,284,EleutherAI/pythia-1.4b
1476,7.627926145822121,472,EleutherAI/pythia-1.4b
1477,38.75107025052661,170,EleutherAI/pythia-1.4b
1478,5.407404909624237,1027,EleutherAI/pythia-1.4b
1479,8.206281382411879,490,EleutherAI/pythia-1.4b
1480,14.205060985847751,511,EleutherAI/pythia-1.4b
1481,29.61047786561527,346,EleutherAI/pythia-1.4b
1482,13.145561024548687,716,EleutherAI/pythia-1.4b
1483,4.713602467538405,405,EleutherAI/pythia-1.4b
1484,3.196139496246671,497,EleutherAI/pythia-1.4b
1485,135.65744004687585,51,EleutherAI/pythia-1.4b
1486,36.31475458535274,231,EleutherAI/pythia-1.4b
1487,9.811568840599163,319,EleutherAI/pythia-1.4b
1488,14.05231929470136,795,EleutherAI/pythia-1.4b
1489,7.713629099544735,1039,EleutherAI/pythia-1.4b
1490,6.583479934823283,1547,EleutherAI/pythia-1.4b
1491,16.441047169821612,596,EleutherAI/pythia-1.4b
1492,14.837699585108307,337,EleutherAI/pythia-1.4b
1493,6.600170297526191,817,EleutherAI/pythia-1.4b
1494,8.22641917848027,1089,EleutherAI/pythia-1.4b
1495,15.090962720741564,631,EleutherAI/pythia-1.4b
1496,28.554294807686315,719,EleutherAI/pythia-1.4b
1497,7.02287623649368,464,EleutherAI/pythia-1.4b
1498,8.641975748838433,232,EleutherAI/pythia-1.4b
1499,3.510026052503783,574,EleutherAI/pythia-1.4b
1500,22.14030518713408,221,EleutherAI/pythia-1.4b
1501,8.3907910421107,571,EleutherAI/pythia-1.4b
1502,59.638120952933924,107,EleutherAI/pythia-1.4b
1503,28.061412406352638,395,EleutherAI/pythia-1.4b
1504,20.160044298227103,326,EleutherAI/pythia-1.4b
1505,11.072105849019813,244,EleutherAI/pythia-1.4b
1506,17.433745696197228,183,EleutherAI/pythia-1.4b
1507,14.618319956700688,547,EleutherAI/pythia-1.4b
1508,12.686840210088697,385,EleutherAI/pythia-1.4b
1509,10.92756785527468,886,EleutherAI/pythia-1.4b
1510,3.736643814839074,280,EleutherAI/pythia-1.4b
1511,9.133013485431224,1037,EleutherAI/pythia-1.4b
1512,11.428636496331558,240,EleutherAI/pythia-1.4b
1513,4.580187607927755,248,EleutherAI/pythia-1.4b
1514,12.207239538346741,255,EleutherAI/pythia-1.4b
1515,33.28515347298508,117,EleutherAI/pythia-1.4b
1516,4.639347234872543,359,EleutherAI/pythia-1.4b
1517,18.828027862724134,1037,EleutherAI/pythia-1.4b
1518,12.703605525441366,742,EleutherAI/pythia-1.4b
1519,15.509743348490487,378,EleutherAI/pythia-1.4b
1520,4.640574069249154,241,EleutherAI/pythia-1.4b
1521,4.676762028078735,259,EleutherAI/pythia-1.4b
1522,5.029195968945199,376,EleutherAI/pythia-1.4b
1523,18.729242065013445,3841,EleutherAI/pythia-1.4b
1524,4.660637608308504,497,EleutherAI/pythia-1.4b
1525,16.243108150303645,547,EleutherAI/pythia-1.4b
1526,17.952119520558988,472,EleutherAI/pythia-1.4b
1527,17.1185269358915,621,EleutherAI/pythia-1.4b
1528,16.693853343025527,294,EleutherAI/pythia-1.4b
1529,11.527962218916851,240,EleutherAI/pythia-1.4b
1530,6.929851204179639,170,EleutherAI/pythia-1.4b
1531,4.087555780171247,465,EleutherAI/pythia-1.4b
1532,42.518801052653835,44,EleutherAI/pythia-1.4b
1533,21.21114110499296,271,EleutherAI/pythia-1.4b
1534,8.541867966711534,658,EleutherAI/pythia-1.4b
1535,15.874593895627173,469,EleutherAI/pythia-1.4b
1536,18.290064768910668,532,EleutherAI/pythia-1.4b
1537,8.101462426827027,1031,EleutherAI/pythia-1.4b
1538,20.49991602344444,392,EleutherAI/pythia-1.4b
1539,18.878654869303972,749,EleutherAI/pythia-1.4b
1540,5.792636978173114,263,EleutherAI/pythia-1.4b
1541,16.160979882957896,196,EleutherAI/pythia-1.4b
1542,9.542212566301522,202,EleutherAI/pythia-1.4b
1543,11.289845616266732,1048,EleutherAI/pythia-1.4b
1544,55.669639632478926,29,EleutherAI/pythia-1.4b
1545,10.345544643379371,172,EleutherAI/pythia-1.4b
1546,25.227714753414286,71,EleutherAI/pythia-1.4b
1547,27.76386172574714,193,EleutherAI/pythia-1.4b
1548,8.413926890726568,1527,EleutherAI/pythia-1.4b
1549,13.419975406415134,216,EleutherAI/pythia-1.4b
1550,4.512475756303846,239,EleutherAI/pythia-1.4b
1551,21.947481005368825,52,EleutherAI/pythia-1.4b
1552,4.207964568659789,344,EleutherAI/pythia-1.4b
1553,5.516123437659028,180,EleutherAI/pythia-1.4b
1554,23.04396619738497,476,EleutherAI/pythia-1.4b
1555,29.410246272462565,527,EleutherAI/pythia-1.4b
1556,7.316368459851971,341,EleutherAI/pythia-1.4b
1557,10.200354804345944,1357,EleutherAI/pythia-1.4b
1558,17.805799715776075,480,EleutherAI/pythia-1.4b
1559,23.509372644003875,175,EleutherAI/pythia-1.4b
1560,9.826474221344677,711,EleutherAI/pythia-1.4b
1561,4.515382584771283,46,EleutherAI/pythia-1.4b
1562,3.4746194011107847,585,EleutherAI/pythia-1.4b
1563,1.9088762416720175,1090,EleutherAI/pythia-1.4b
1564,7.489863102132763,625,EleutherAI/pythia-1.4b
1565,19.56126845153494,752,EleutherAI/pythia-1.4b
1566,6.349911561874922,177,EleutherAI/pythia-1.4b
1567,5.727759788733473,150,EleutherAI/pythia-1.4b
1568,23.720550487971895,406,EleutherAI/pythia-1.4b
1569,33.0961692617218,626,EleutherAI/pythia-1.4b
1570,5.792636978173114,263,EleutherAI/pythia-1.4b
1571,6.356693833767468,431,EleutherAI/pythia-1.4b
1572,3.4684180511040457,526,EleutherAI/pythia-1.4b
1573,17.657918960219398,403,EleutherAI/pythia-1.4b
1574,12.685724115948851,585,EleutherAI/pythia-1.4b
1575,43.58243272496838,138,EleutherAI/pythia-1.4b
1576,7.648158012153562,143,EleutherAI/pythia-1.4b
1577,23.055440754275367,87,EleutherAI/pythia-1.4b
1578,82.54242760525293,1126,EleutherAI/pythia-1.4b
1579,28.52730073755601,615,EleutherAI/pythia-1.4b
1580,4.441076584426632,231,EleutherAI/pythia-1.4b
1581,4.451162837332034,535,EleutherAI/pythia-1.4b
1582,31.231999832880028,614,EleutherAI/pythia-1.4b
1583,5.726708369897669,227,EleutherAI/pythia-1.4b
1584,12.22667631332614,604,EleutherAI/pythia-1.4b
1585,13.906563670752455,525,EleutherAI/pythia-1.4b
1586,17.367844107608256,214,EleutherAI/pythia-1.4b
1587,97.86216312802306,41,EleutherAI/pythia-1.4b
1588,22.06612204589979,395,EleutherAI/pythia-1.4b
1589,9.43747767786827,167,EleutherAI/pythia-1.4b
1590,51.009509756029594,84,EleutherAI/pythia-1.4b
1591,8.837153771773357,639,EleutherAI/pythia-1.4b
1592,6.978897839817119,296,EleutherAI/pythia-1.4b
1593,5.646455260674835,243,EleutherAI/pythia-1.4b
1594,30.114646674958088,203,EleutherAI/pythia-1.4b
1595,10.47408023270335,437,EleutherAI/pythia-1.4b
1596,20.686319529536036,954,EleutherAI/pythia-1.4b
1597,13.132692255874975,203,EleutherAI/pythia-1.4b
1598,4.2890900266971705,342,EleutherAI/pythia-1.4b
1599,12.706143892944267,857,EleutherAI/pythia-1.4b
1600,2.939952952082028,488,EleutherAI/pythia-1.4b
1601,16.446128081790196,625,EleutherAI/pythia-1.4b
1602,3.84478924282947,109,EleutherAI/pythia-1.4b
1603,21.51223566286358,393,EleutherAI/pythia-1.4b
1604,32.943277410970204,278,EleutherAI/pythia-1.4b
1605,4.475468206292053,333,EleutherAI/pythia-1.4b
1606,51.29310136328086,26,EleutherAI/pythia-1.4b
1607,4.3442157526837715,402,EleutherAI/pythia-1.4b
1608,14.317715159854517,581,EleutherAI/pythia-1.4b
1609,3.462929480609824,532,EleutherAI/pythia-1.4b
1610,17.451989927925617,364,EleutherAI/pythia-1.4b
1611,29.113597407187335,509,EleutherAI/pythia-1.4b
1612,13.939440006406237,631,EleutherAI/pythia-1.4b
1613,6.872158123479762,491,EleutherAI/pythia-1.4b
1614,23.756755811850095,178,EleutherAI/pythia-1.4b
1615,19.93276546336757,436,EleutherAI/pythia-1.4b
1616,7.171534120468298,189,EleutherAI/pythia-1.4b
1617,16.79357752104208,1322,EleutherAI/pythia-1.4b
1618,11.395219462351887,196,EleutherAI/pythia-1.4b
1619,15.028717110242576,1071,EleutherAI/pythia-1.4b
1620,13.824790771684757,102,EleutherAI/pythia-1.4b
1621,34.12399918162591,194,EleutherAI/pythia-1.4b
1622,3.4594503871696167,264,EleutherAI/pythia-1.4b
1623,20.587678665589664,35,EleutherAI/pythia-1.4b
1624,16.888416449633336,621,EleutherAI/pythia-1.4b
1625,26.408292332775524,176,EleutherAI/pythia-1.4b
1626,8.55135740075809,132,EleutherAI/pythia-1.4b
1627,5.105319918308414,252,EleutherAI/pythia-1.4b
1628,14.570131925639277,396,EleutherAI/pythia-1.4b
1629,23.176379621869696,535,EleutherAI/pythia-1.4b
1630,5.683183298473435,113,EleutherAI/pythia-1.4b
1631,17.807761121660135,110,EleutherAI/pythia-1.4b
1632,25.19468531054113,246,EleutherAI/pythia-1.4b
1633,27.574329047357697,259,EleutherAI/pythia-1.4b
1634,4.621175296723515,218,EleutherAI/pythia-1.4b
1635,9.776719755913286,1017,EleutherAI/pythia-1.4b
1636,56.39997954216447,1065,EleutherAI/pythia-1.4b
1637,11.37601950271232,451,EleutherAI/pythia-1.4b
1638,13.661127694158438,473,EleutherAI/pythia-1.4b
1639,27.261513625516727,548,EleutherAI/pythia-1.4b
1640,23.10478369352921,764,EleutherAI/pythia-1.4b
1641,10.095773403320468,566,EleutherAI/pythia-1.4b
1642,19.92669658424567,1690,EleutherAI/pythia-1.4b
1643,15.790206045872038,1015,EleutherAI/pythia-1.4b
1644,18.155282115833547,76,EleutherAI/pythia-1.4b
1645,4.627640618227521,227,EleutherAI/pythia-1.4b
1646,5.394426402891196,187,EleutherAI/pythia-1.4b
1647,3.6415738935161017,299,EleutherAI/pythia-1.4b
1648,11.847328553475089,304,EleutherAI/pythia-1.4b
1649,9.92324019562907,2615,EleutherAI/pythia-1.4b
1650,4.574445097254174,440,EleutherAI/pythia-1.4b
1651,6.538134045699443,132,EleutherAI/pythia-1.4b
1652,6.7086072173662075,172,EleutherAI/pythia-1.4b
1653,5.424269732510299,207,EleutherAI/pythia-1.4b
1654,7.4019029145492405,1111,EleutherAI/pythia-1.4b
1655,13.120277142206703,844,EleutherAI/pythia-1.4b
1656,10.396228143236543,444,EleutherAI/pythia-1.4b
1657,26.780006740572247,234,EleutherAI/pythia-1.4b
1658,4.079390402219575,285,EleutherAI/pythia-1.4b
1659,4.207443910524956,469,EleutherAI/pythia-1.4b
1660,29.361924599645455,240,EleutherAI/pythia-1.4b
1661,17.645083201074705,861,EleutherAI/pythia-1.4b
1662,47.97831966146915,71,EleutherAI/pythia-1.4b
1663,25.697946477995828,363,EleutherAI/pythia-1.4b
1664,17.27741303399409,1037,EleutherAI/pythia-1.4b
1665,6.03545167809774,818,EleutherAI/pythia-1.4b
1666,10.454806998317252,246,EleutherAI/pythia-1.4b
1667,11.12795383610477,423,EleutherAI/pythia-1.4b
1668,8.262776064029493,283,EleutherAI/pythia-1.4b
1669,24.99384510151371,228,EleutherAI/pythia-1.4b
1670,25.971059017683693,435,EleutherAI/pythia-1.4b
1671,4.362566315618287,554,EleutherAI/pythia-1.4b
1672,3.3995605182882707,485,EleutherAI/pythia-1.4b
1673,38.88180003180032,161,EleutherAI/pythia-1.4b
1674,7.957882604829927,892,EleutherAI/pythia-1.4b
1675,19.467458524245316,306,EleutherAI/pythia-1.4b
1676,7.622993772739905,323,EleutherAI/pythia-1.4b
1677,10.87723442196356,581,EleutherAI/pythia-1.4b
1678,30.334547219096628,286,EleutherAI/pythia-1.4b
1679,3.3499602932443344,358,EleutherAI/pythia-1.4b
1680,64.69438396077369,109,EleutherAI/pythia-1.4b
1681,13.51723799288164,860,EleutherAI/pythia-1.4b
1682,20.28097735461746,500,EleutherAI/pythia-1.4b
1683,13.232228803883594,709,EleutherAI/pythia-1.4b
1684,19.264340950694134,203,EleutherAI/pythia-1.4b
1685,45.28182728983859,45,EleutherAI/pythia-1.4b
1686,4.666305304980994,493,EleutherAI/pythia-1.4b
1687,14.687204480404674,498,EleutherAI/pythia-1.4b
1688,13.333651441242235,785,EleutherAI/pythia-1.4b
1689,6.171857302124796,139,EleutherAI/pythia-1.4b
1690,19.819309025406,785,EleutherAI/pythia-1.4b
1691,3.9357645089690014,492,EleutherAI/pythia-1.4b
1692,31.310522694020914,139,EleutherAI/pythia-1.4b
1693,7.318103429733268,232,EleutherAI/pythia-1.4b
1694,19.606227478428142,758,EleutherAI/pythia-1.4b
1695,15.662631016471133,411,EleutherAI/pythia-1.4b
1696,6.761740142046445,184,EleutherAI/pythia-1.4b
1697,24.16656679243503,472,EleutherAI/pythia-1.4b
1698,19.898995448636622,468,EleutherAI/pythia-1.4b
1699,7.5317280779347096,122,EleutherAI/pythia-1.4b
1700,28.40756175782738,69,EleutherAI/pythia-1.4b
1701,9.469182549537265,580,EleutherAI/pythia-1.4b
1702,24.615505065370797,802,EleutherAI/pythia-1.4b
1703,13.92046954327898,640,EleutherAI/pythia-1.4b
1704,14.646557042152844,406,EleutherAI/pythia-1.4b
1705,9.547496673476713,188,EleutherAI/pythia-1.4b
1706,9.794731273353435,281,EleutherAI/pythia-1.4b
1707,9.191692657701465,1037,EleutherAI/pythia-1.4b
1708,4.5278560161052575,374,EleutherAI/pythia-1.4b
1709,21.25854390359872,689,EleutherAI/pythia-1.4b
1710,3.511010332462345,329,EleutherAI/pythia-1.4b
1711,10.433608842079174,846,EleutherAI/pythia-1.4b
1712,13.367534771428234,386,EleutherAI/pythia-1.4b
1713,11.39618941266587,739,EleutherAI/pythia-1.4b
1714,18.907708795486702,376,EleutherAI/pythia-1.4b
1715,5.223550695705064,206,EleutherAI/pythia-1.4b
1716,19.50653189012078,255,EleutherAI/pythia-1.4b
1717,4.098940697232137,469,EleutherAI/pythia-1.4b
1718,18.963744330006932,632,EleutherAI/pythia-1.4b
1719,23.333451989561805,452,EleutherAI/pythia-1.4b
1720,12.073711124087769,1147,EleutherAI/pythia-1.4b
1721,6.840100662546308,411,EleutherAI/pythia-1.4b
1722,3.436179411733889,240,EleutherAI/pythia-1.4b
1723,4.563714969527423,329,EleutherAI/pythia-1.4b
1724,14.854792412430493,520,EleutherAI/pythia-1.4b
1725,30.16655170953903,90,EleutherAI/pythia-1.4b
1726,11.062377198719092,398,EleutherAI/pythia-1.4b
1727,9.617912937009994,319,EleutherAI/pythia-1.4b
1728,23.603017615927822,907,EleutherAI/pythia-1.4b
1729,20.35570012670098,682,EleutherAI/pythia-1.4b
1730,5.4810428054616835,587,EleutherAI/pythia-1.4b
1731,5.908375278146115,213,EleutherAI/pythia-1.4b
1732,7.924745122766517,294,EleutherAI/pythia-1.4b
1733,14.281590205811348,93,EleutherAI/pythia-1.4b
1734,16.350287503344706,945,EleutherAI/pythia-1.4b
1735,20.073956240043444,392,EleutherAI/pythia-1.4b
1736,18.177132822323085,456,EleutherAI/pythia-1.4b
1737,4.228244962460923,340,EleutherAI/pythia-1.4b
1738,16.50166940198137,931,EleutherAI/pythia-1.4b
1739,6.8216607497913975,451,EleutherAI/pythia-1.4b
1740,4.725016760121681,103,EleutherAI/pythia-1.4b
1741,16.304776959585677,237,EleutherAI/pythia-1.4b
1742,33.106973450160204,42,EleutherAI/pythia-1.4b
1743,3.9015267110402494,386,EleutherAI/pythia-1.4b
1744,59.68124804995199,290,EleutherAI/pythia-1.4b
1745,14.515688444901043,862,EleutherAI/pythia-1.4b
1746,4.21500780228393,399,EleutherAI/pythia-1.4b
1747,4.899284407652131,321,EleutherAI/pythia-1.4b
1748,9.295131393330196,257,EleutherAI/pythia-1.4b
1749,18.657048181979825,282,EleutherAI/pythia-1.4b
1750,7.190373759137584,172,EleutherAI/pythia-1.4b
1751,7.613886456201825,1027,EleutherAI/pythia-1.4b
1752,5.505568321282493,395,EleutherAI/pythia-1.4b
1753,19.593404875757543,375,EleutherAI/pythia-1.4b
1754,3.9159737638941743,682,EleutherAI/pythia-1.4b
1755,17.497665307226416,166,EleutherAI/pythia-1.4b
1756,20.436471224916527,412,EleutherAI/pythia-1.4b
1757,53.3455300972129,75,EleutherAI/pythia-1.4b
1758,20.9716624864299,366,EleutherAI/pythia-1.4b
1759,36.93756621655899,19,EleutherAI/pythia-1.4b
1760,24.193258463830315,245,EleutherAI/pythia-1.4b
1761,9.87301161881003,1021,EleutherAI/pythia-1.4b
1762,45.7787438686372,288,EleutherAI/pythia-1.4b
1763,20.278429279028778,308,EleutherAI/pythia-1.4b
1764,19.28293310075266,391,EleutherAI/pythia-1.4b
1765,18.493171432709104,466,EleutherAI/pythia-1.4b
1766,15.232482536973166,466,EleutherAI/pythia-1.4b
1767,17.448761384770254,1037,EleutherAI/pythia-1.4b
1768,28.61829918193532,501,EleutherAI/pythia-1.4b
1769,5.3056913733307445,209,EleutherAI/pythia-1.4b
1770,21.558188477656028,1034,EleutherAI/pythia-1.4b
1771,9.81049050086183,719,EleutherAI/pythia-1.4b
1772,22.77477366725808,392,EleutherAI/pythia-1.4b
1773,4.221847413972677,397,EleutherAI/pythia-1.4b
1774,8.731478627275896,486,EleutherAI/pythia-1.4b
1775,39.60680133877884,95,EleutherAI/pythia-1.4b
1776,17.153904065761175,698,EleutherAI/pythia-1.4b
1777,4.52087094542361,306,EleutherAI/pythia-1.4b
1778,23.502031147242327,452,EleutherAI/pythia-1.4b
1779,8.463739212881306,1027,EleutherAI/pythia-1.4b
1780,12.267488164361692,501,EleutherAI/pythia-1.4b
1781,9.740624169084482,378,EleutherAI/pythia-1.4b
1782,16.38669049236023,417,EleutherAI/pythia-1.4b
1783,14.196762485387719,253,EleutherAI/pythia-1.4b
1784,4.758363187252712,218,EleutherAI/pythia-1.4b
1785,9.756842985653874,698,EleutherAI/pythia-1.4b
1786,25.382877461285325,71,EleutherAI/pythia-1.4b
1787,31.53993017977354,67,EleutherAI/pythia-1.4b
1788,6.7945820412736255,201,EleutherAI/pythia-1.4b
1789,32.97543284617198,1043,EleutherAI/pythia-1.4b
1790,10.4532866105391,546,EleutherAI/pythia-1.4b
1791,18.98539113881284,90,EleutherAI/pythia-1.4b
1792,53.6018379101468,197,EleutherAI/pythia-1.4b
1793,38.25595631192411,256,EleutherAI/pythia-1.4b
1794,12.882414213055421,636,EleutherAI/pythia-1.4b
1795,7.02857731580756,744,EleutherAI/pythia-1.4b
1796,5.028607268008916,354,EleutherAI/pythia-1.4b
1797,3.62862274970102,419,EleutherAI/pythia-1.4b
1798,31.803204972530146,513,EleutherAI/pythia-1.4b
1799,13.440939358152677,299,EleutherAI/pythia-1.4b
1800,22.20214114381922,394,EleutherAI/pythia-1.4b
1801,36.06576495401074,232,EleutherAI/pythia-1.4b
1802,4.713841283298615,222,EleutherAI/pythia-1.4b
1803,24.420679131975856,529,EleutherAI/pythia-1.4b
1804,16.114128996044364,380,EleutherAI/pythia-1.4b
1805,4.717464337429618,267,EleutherAI/pythia-1.4b
1806,25.487558025438403,826,EleutherAI/pythia-1.4b
1807,5.249311417987892,214,EleutherAI/pythia-1.4b
1808,25.98936897075056,842,EleutherAI/pythia-1.4b
1809,11.990445411824162,309,EleutherAI/pythia-1.4b
1810,6.884670055334225,412,EleutherAI/pythia-1.4b
1811,4.846679927775633,120,EleutherAI/pythia-1.4b
1812,5.506994678269505,113,EleutherAI/pythia-1.4b
1813,3.8754141092336085,412,EleutherAI/pythia-1.4b
1814,29.761118155165054,188,EleutherAI/pythia-1.4b
1815,13.343382700689995,394,EleutherAI/pythia-1.4b
1816,6.571312316367059,565,EleutherAI/pythia-1.4b
1817,10.073134324773873,780,EleutherAI/pythia-1.4b
1818,20.63778153842014,656,EleutherAI/pythia-1.4b
1819,41.9405051283806,46,EleutherAI/pythia-1.4b
1820,50.97458140052214,236,EleutherAI/pythia-1.4b
1821,10.576640292794897,354,EleutherAI/pythia-1.4b
1822,18.01913398821079,520,EleutherAI/pythia-1.4b
1823,3.908937639330158,548,EleutherAI/pythia-1.4b
1824,6.973409964209469,254,EleutherAI/pythia-1.4b
1825,11.860252599738068,592,EleutherAI/pythia-1.4b
1826,42.020897224138196,244,EleutherAI/pythia-1.4b
1827,39.060297228566206,599,EleutherAI/pythia-1.4b
1828,21.167189671624513,193,EleutherAI/pythia-1.4b
1829,15.480823879391163,1422,EleutherAI/pythia-1.4b
1830,14.618232824983538,283,EleutherAI/pythia-1.4b
1831,3.8647532418974286,453,EleutherAI/pythia-1.4b
1832,3.2958800089380627,1060,EleutherAI/pythia-1.4b
1833,6.924290461267041,437,EleutherAI/pythia-1.4b
1834,17.02681196650592,34,EleutherAI/pythia-1.4b
1835,6.760404628823483,623,EleutherAI/pythia-1.4b
1836,22.409177972294664,389,EleutherAI/pythia-1.4b
1837,8.700248041724091,315,EleutherAI/pythia-1.4b
1838,32.75115837235525,575,EleutherAI/pythia-1.4b
1839,263.1652178367691,14,EleutherAI/pythia-1.4b
1840,8.609507180644757,401,EleutherAI/pythia-1.4b
1841,12.334175732211873,711,EleutherAI/pythia-1.4b
1842,14.559759408323277,470,EleutherAI/pythia-1.4b
1843,17.67918371269808,232,EleutherAI/pythia-1.4b
1844,7.155546277915752,882,EleutherAI/pythia-1.4b
1845,31.769109707103432,541,EleutherAI/pythia-1.4b
1846,7.483926143292805,145,EleutherAI/pythia-1.4b
1847,3.9940349430185753,476,EleutherAI/pythia-1.4b
1848,22.827907680170554,1046,EleutherAI/pythia-1.4b
1849,5.461708510682403,533,EleutherAI/pythia-1.4b
1850,5.20222405458666,182,EleutherAI/pythia-1.4b
1851,4.2976321081220465,385,EleutherAI/pythia-1.4b
1852,25.78816329979385,937,EleutherAI/pythia-1.4b
1853,4.821883895848764,357,EleutherAI/pythia-1.4b
1854,1533.8928608641702,14,EleutherAI/pythia-1.4b
1855,19.346707854746416,414,EleutherAI/pythia-1.4b
1856,20.926790255480693,468,EleutherAI/pythia-1.4b
1857,67.95393904285486,354,EleutherAI/pythia-1.4b
1858,4.307619544950135,509,EleutherAI/pythia-1.4b
1859,20.137821551792296,558,EleutherAI/pythia-1.4b
1860,6.844386134658137,846,EleutherAI/pythia-1.4b
1861,5.949978826502657,545,EleutherAI/pythia-1.4b
1862,25.98417694945975,296,EleutherAI/pythia-1.4b
1863,6.145817068528579,184,EleutherAI/pythia-1.4b
1864,14.633701609441639,504,EleutherAI/pythia-1.4b
1865,16.07941254917585,368,EleutherAI/pythia-1.4b
1866,4.830755669341055,157,EleutherAI/pythia-1.4b
1867,3.726125709134381,368,EleutherAI/pythia-1.4b
1868,10.489356839756594,623,EleutherAI/pythia-1.4b
1869,9.808589075542434,424,EleutherAI/pythia-1.4b
1870,5.509713196626563,438,EleutherAI/pythia-1.4b
1871,22.61691056805654,1470,EleutherAI/pythia-1.4b
1872,4.805048904065679,225,EleutherAI/pythia-1.4b
1873,17.702039807963004,554,EleutherAI/pythia-1.4b
1874,5.888779487840241,294,EleutherAI/pythia-1.4b
1875,1.5234530924246534,545,EleutherAI/pythia-1.4b
1876,5.512419257194962,133,EleutherAI/pythia-1.4b
1877,3.657035307470632,522,EleutherAI/pythia-1.4b
1878,24.076310717018938,553,EleutherAI/pythia-1.4b
1879,4.464236843240294,219,EleutherAI/pythia-1.4b
1880,17.80139795283826,976,EleutherAI/pythia-1.4b
1881,15.426423312154645,372,EleutherAI/pythia-1.4b
1882,14.891500942915911,320,EleutherAI/pythia-1.4b
1883,7.396591155586181,574,EleutherAI/pythia-1.4b
1884,9.53485792022712,427,EleutherAI/pythia-1.4b
1885,11.861875813230437,583,EleutherAI/pythia-1.4b
1886,5.31749785569405,524,EleutherAI/pythia-1.4b
1887,10.301401156321075,948,EleutherAI/pythia-1.4b
1888,5.580778508219533,282,EleutherAI/pythia-1.4b
1889,19.24115120063907,404,EleutherAI/pythia-1.4b
1890,19.309575087052746,187,EleutherAI/pythia-1.4b
1891,4.215793735633486,330,EleutherAI/pythia-1.4b
1892,49.79367339197066,24,EleutherAI/pythia-1.4b
1893,21.317983251054034,1070,EleutherAI/pythia-1.4b
1894,17.08756916426975,344,EleutherAI/pythia-1.4b
1895,18.473112025262193,1037,EleutherAI/pythia-1.4b
1896,18.725805644634583,199,EleutherAI/pythia-1.4b
1897,23.669615985322654,366,EleutherAI/pythia-1.4b
1898,27.566230782517813,76,EleutherAI/pythia-1.4b
1899,5.507508073408816,98,EleutherAI/pythia-1.4b
1900,10.65148738824402,2240,EleutherAI/pythia-1.4b
1901,13.263640606394233,622,EleutherAI/pythia-1.4b
1902,16.326214290655223,362,EleutherAI/pythia-1.4b
1903,9.806094160188223,151,EleutherAI/pythia-1.4b
